"Building_Class","Zoning_Class","Lot_Extent","Lot_Size","Road_Type","Lane_Type","Property_Shape","Land_Outline","Lot_Configuration","Property_Slope","Neighborhood","Condition1","Condition2","House_Type","House_Design","Overall_Material","House_Condition","Construction_Year","Roof_Design","Roof_Quality","Exterior1st","Exterior2nd","Brick_Veneer_Type","Brick_Veneer_Area","Exterior_Material","Exterior_Condition","Foundation_Type","Basement_Height","Basement_Condition","Exposure_Level","BsmtFinType1","BsmtFinSF1","BsmtFinType2","BsmtUnfSF","Total_Basement_Area","Heating_Type","Heating_Quality","Air_Conditioning","Electrical_System","First_Floor_Area","Second_Floor_Area","LowQualFinSF","Grade_Living_Area","Underground_Full_Bathroom","Underground_Half_Bathroom","Full_Bathroom_Above_Grade","Half_Bathroom_Above_Grade","Bedroom_Above_Grade","Kitchen_Quality","Rooms_Above_Grade","Functional_Rate","Fireplaces","Fireplace_Quality","Garage","Garage_Built_Year","Garage_Finish","Garage_Size","Garage_Quality","Pavedd_Drive","W_Deck_Area","Open_Lobby_Area","Enclosed_Lobby_Area","Three_Season_Lobby_Area","Screen_Lobby_Area","Pool_Area","Pool_Quality","Fence_Quality","Miscellaneous_Feature","Miscellaneous_Value","Month_Sold","Year_Sold","Sale_Type","Sale_Condition","Sale_Price"
20,"RLD",68,2411.104324,1,"None",0,"Bnk","I",1,"Edwards","Norm","Norm","1Fam","1Story",4,5,1953,"Gable","SS","MetalSd","MetalSd",2,115,3,3,"CB",4,3,1,3,767,1,144,911,"GasA",3,1,"SBrkr",930,0,0,930,0,0,1,0,2,3,5,10,0,0,"Attchd",1953,2,1,3,2,134,0,0,0,0,0,0,"MnPrv","Gar2",3000,5,2008,"WD","Normal",113290.748766667
80,"RLD",62,4496.26798,1,"None",0,"Bnk","I",1,"Edwards","Norm","Norm","1Fam","SLvl",4,6,1954,"Gable","SS","Wd Sdng","Wd Sdng",0,0,3,3,"CB",5,3,3,1,0,1,416,416,"GasA",4,1,"FuseA",1204,0,0,1204,0,0,1,0,3,3,6,10,0,0,"Basment",1954,1,1,3,2,0,0,0,0,0,0,0,"None","None",0,11,2008,"WD","Abnorml",112748.058466667
30,"RLD",67,7295.918416,1,"None",0,"Lvl","I",0,"Edwards","Norm","Norm","1Fam","1.5Fin",4,7,1923,"Gable","SS","Wd Sdng","Wd Sdng",0,0,3,3,"PC",3,3,1,5,224,1,725,949,"GasA",3,1,"SBrkr",949,343,0,1292,0,0,1,1,3,4,6,10,0,0,"Detchd",1923,1,1,3,0,0,0,183,0,0,0,0,"None","None",0,6,2008,"WD","Normal",115382.060466667
30,"RLD",60,11433.06798,1,"None",0,"Lvl","C",0,"SWISU","Norm","Norm","1Fam","1Story",7,8,1921,"Gable","SS","WdShing","Wd Shng",1,174,3,3,"BT",3,3,1,1,0,1,1228,1228,"GasA",5,1,"SBrkr",1424,0,0,1424,0,0,2,0,2,3,7,10,1,4,"Attchd",1921,1,1,3,2,0,0,90,0,0,0,0,"None","None",0,4,2008,"WD","Normal",159067.2175
90,"RLD",64,365.049262,1,"None",0,"Lvl","I",0,"SWISU","Norm","Norm","Duplex","2.5Unf",6,7,1930,"Gable","SS","Stucco","Stucco",0,0,3,3,"BT",3,3,1,5,281,3,0,960,"GasA",5,1,"SBrkr",960,960,0,1920,2,0,2,2,4,3,10,10,2,4,"Detchd",1930,1,2,3,2,248,0,121,0,0,0,0,"None","None",0,7,2008,"WD","Abnorml",165890.271366667
70,"RLD",66,2152.004946,1,"None",0,"Bnk","I",0,"Crawfor","Norm","Norm","1Fam","2Story",6,6,1926,"Gambrel","SS","Wd Sdng","Wd Sdng",0,0,3,3,"BT",3,3,1,4,379,1,265,644,"GasA",5,1,"SBrkr",672,644,0,1316,1,0,1,0,2,3,6,10,1,4,"Detchd",2001,1,1,3,1,0,0,0,0,192,0,0,"MnPrv","None",0,7,2008,"WD","Normal",149865.453433333
50,"RLD",63,16217.18159,1,"None",0,"Lvl","I",0,"Crawfor","Norm","Norm","1Fam","1.5Fin",6,6,1914,"Gable","SS","Wd Sdng","Wd Shng",0,0,3,3,"BT",4,3,1,1,0,1,676,676,"GasA",5,1,"SBrkr",676,588,0,1264,0,0,1,0,3,3,6,10,0,0,"Detchd",1994,1,2,3,2,424,0,0,0,0,0,0,"None","Shed",400,1,2008,"WD","Normal",144718.822333333
70,"RLD",54,8896.807484,1,"None",0,"Lvl","C",0,"Crawfor","Norm","Norm","1Fam","2Story",8,9,1925,"Gable","SS","Stucco","Stucco",0,0,4,4,"PC",2,3,1,5,406,1,392,798,"GasA",5,1,"SBrkr",798,714,0,1512,1,0,2,0,3,4,7,10,1,4,"Detchd",1925,1,1,3,1,85,16,41,0,0,0,0,"GdPrv","None",0,6,2008,"WD","Normal",193363.1927
70,"RLD",70,13756.34292,1,"None",1,"HLS","C",0,"Crawfor","Norm","Norm","1Fam","2Story",6,3,1923,"Hip","SS","Wd Sdng","Plywood",0,0,3,3,"BT",3,3,1,1,0,1,784,784,"GasA",3,1,"SBrkr",819,784,0,1603,0,0,1,0,4,3,7,10,1,4,"Attchd",1980,1,2,3,2,0,217,0,0,0,0,0,"None","None",0,6,2008,"WD","Normal",173452.826733333
50,"RLD",70,15187.06997,1,"Grvl",1,"HLS","I",1,"Crawfor","Norm","Norm","1Fam","1.5Fin",5,6,1937,"Gable","SS","WdShing","Wd Shng",0,0,3,3,"CB",3,3,1,4,606,1,336,942,"GasA",5,1,"SBrkr",1265,673,0,1938,0,0,2,0,4,4,7,5,1,4,"Detchd",1937,1,1,3,2,0,40,0,0,0,0,0,"None","None",0,7,2008,"WD","Normal",185939.029
50,"RLD",70,20630.13544,1,"Grvl",1,"HLS","I",0,"Crawfor","Feedr","Norm","1Fam","1.5Fin",5,4,1938,"Gable","SS","Wd Sdng","Wd Sdng",0,0,3,3,"BT",3,3,1,1,0,1,884,884,"GasA",3,1,"FuseF",932,442,0,1374,0,0,1,0,3,3,6,10,0,0,"Detchd",1938,1,1,3,2,64,0,0,0,100,0,0,"None","None",0,3,2008,"WD","Normal",135720.9832
20,"RLD",79,6190.992245,1,"None",1,"Lvl","C",0,"Crawfor","Feedr","Norm","1Fam","1Story",6,5,1951,"Hip","SS","WdShing","Plywood",1,88,3,2,"PC",3,3,1,3,500,1,591,1091,"GasA",2,0,"FuseA",1091,0,0,1091,0,1,1,0,2,3,5,10,1,3,"Attchd",1951,3,1,3,2,66,105,0,0,221,0,0,"MnPrv","None",0,5,2008,"WD","Normal",146007.370133333
70,"RLD",100,6418.913247,1,"None",1,"HLS","I",1,"Crawfor","Norm","Norm","1Fam","2Story",8,6,1935,"Gable","SS","BrkFace","Stucco",2,40,3,3,"PC",3,2,1,2,210,1,398,608,"GasA",3,1,"SBrkr",983,890,0,1873,0,0,1,1,4,3,9,10,2,4,"Detchd",1935,3,2,2,2,0,0,207,0,0,0,0,"None","None",0,6,2008,"WD","Alloca",201642.0632
50,"RLD",70,16607.3672,1,"None",0,"Bnk","I",0,"Crawfor","Norm","Norm","1Fam","1.5Fin",7,9,1950,"Gable","SS","VinylSd","VinylSd",0,0,3,4,"CB",3,4,1,6,435,1,397,832,"GasA",5,1,"SBrkr",1218,943,0,2161,1,0,2,1,3,4,8,10,2,3,"Attchd",1994,3,2,3,2,0,96,0,0,0,0,0,"None","None",0,4,2008,"WD","Normal",239237.409166667
20,"RLD",56,6271.430414,1,"None",1,"Lvl","CulDSac",0,"Crawfor","Norm","Norm","1Fam","1Story",5,5,1956,"Gable","SS","BrkFace","MetalSd",0,0,3,3,"PC",3,3,1,3,1116,1,782,1898,"GasA",5,1,"FuseA",1898,0,0,1898,0,0,2,1,3,3,7,10,2,3,"Attchd",1956,1,2,3,2,0,51,224,0,0,0,0,"MnPrv","None",0,4,2008,"WD","Normal",199324.1348
160,"RMD",24,17398.8468,1,"None",0,"Lvl","CulDSac",0,"Blueste","NoRMD","NoRMD","Twnhs","2Story",6,6,1980,"Gable","SS","MetalSd","MetalSd",0,0,3,3,"CB",4,3,1,6,366,1,150,516,"GasA",3,1,"SBrkr",516,516,0,1032,0,0,1,0,2,3,5,10,1,3,"Detchd",1980,1,2,3,2,213,0,0,0,0,0,0,"GdPrv","None",0,12,2008,"WD","NoRMDal",132049.0998
30,"RMD",50,13725.12788,1,"None",0,"Lvl","I",0,"IDOTRR","NoRMD","NoRMD","1Fam","1Story",6,8,1926,"Gable","SS","VinylSd","VinylSd",0,0,3,4,"BT",3,3,1,3,299,6,555,894,"GasA",3,1,"SBrkr",919,0,0,919,1,0,1,0,2,3,5,10,0,0,"Detchd",1926,1,1,3,1,0,0,116,0,0,0,0,"MnPrv","None",0,7,2008,"WD","NoRMDal",116793.1359
50,"RMD",60,8204.177782,1,"None",0,"Lvl","I",0,"IDOTRR","NoRMD","NoRMD","1Fam","1.5Fin",6,8,1940,"Gable","SS","VinylSd","VinylSd",0,0,3,3,"CB",2,3,1,1,0,1,720,720,"GasA",4,1,"SBrkr",760,330,0,1090,0,0,1,0,3,3,5,10,0,0,"Detchd",1940,1,1,3,2,0,0,0,0,0,0,0,"None","None",0,7,2008,"WD","NoRMDal",113714.676133333
50,"RMD",58,2472.543207,1,"None",0,"Lvl","I",0,"IDOTRR","NoRMD","NoRMD","1Fam","1.5Fin",5,7,1930,"Gable","SS","Wd Sdng","Wd Sdng",0,0,3,3,"CB",4,3,1,1,0,1,780,780,"GasA",4,1,"FuseA",780,420,0,1200,0,0,1,0,4,3,7,10,0,0,"No Garage",1930,0,0,0,2,0,0,96,0,0,0,0,"None","None",0,7,2008,"WD","NoRMDal",107065.851466667
80,"RMD",75,9850.904253,1,"None",0,"Lvl","I",0,"IDOTRR","NoRMD","NoRMD","1Fam","SLvl",5,5,1967,"Hip","SS","HdBoard","Plywood",0,0,2,3,"CB",4,3,2,3,257,1,367,624,"GasA",5,1,"SBrkr",1092,564,0,1656,0,0,1,1,3,3,7,6,1,1,"Attchd",1967,1,1,3,2,0,180,0,0,100,0,0,"MnPrv","None",0,7,2008,"WD","NoRMDal",146768.265333333
30,"RMD",60,7507.632279,1,"None",0,"Lvl","I",0,"IDOTRR","NoRMD","NoRMD","1Fam","1Story",5,7,1930,"Gable","SS","Wd Sdng","Wd Sdng",0,0,3,3,"BT",3,3,1,1,0,1,520,520,"GasA",3,1,"FuseA",912,0,0,912,0,0,1,0,2,3,5,10,0,0,"Detchd",1934,2,1,3,2,0,90,0,0,0,0,0,"None","None",0,5,2008,"WD","NoRMDal",101007.280633333
50,"RMD",75,7561.672731,1,"None",0,"Lvl","I",0,"IDOTRR","NoRMD","NoRMD","1Fam","1.5Fin",5,5,1958,"Gable","SS","WdShing","Wd Shng",1,162,3,3,"CB",3,3,1,5,330,1,821,1151,"GasA",4,1,"FuseA",1151,804,0,1955,0,0,2,0,4,3,7,10,0,0,"Attchd",1958,3,1,3,2,0,0,0,0,0,0,0,"None","None",0,1,2008,"WD","NoRMDal",150828.074966667
20,"RLD",80,-2307.615868,1,"None",0,"Low","I",1,"IDOTRR","Norm","Norm","1Fam","1Story",1,5,1952,"Gable","SS","AsbShng","VinylSd",0,0,2,1,"SL",0,0,0,0,0,0,0,0,"Wall",1,0,"FuseA",733,0,0,733,0,0,1,0,2,2,4,10,0,0,"Attchd",1952,1,2,2,0,0,0,0,0,0,0,0,"None","None",0,2,2008,"WD","Abnorml",78942.4427999999
70,"Commer",60,9665.793736,1,"None",0,"Lvl","C",0,"IDOTRR","Feedr","Norm","1Fam","2Story",4,7,1895,"Gable","SS","Wd Sdng","Wd Sdng",0,0,3,3,"S",3,2,1,1,0,1,173,173,"GasA",5,0,"SBrkr",825,536,0,1361,0,0,1,0,2,3,6,10,0,0,"Detchd",1895,1,1,2,2,0,123,0,0,0,0,0,"None","None",0,7,2008,"WD","Normal",99950.1215666666
50,"Commer",52,5625.023996,1,"None",0,"Lvl","C",0,"IDOTRR","Feedr","Norm","1Fam","1.5Fin",4,7,1910,"Gable","SS","Plywood","Plywood",0,0,3,3,"PC",3,3,1,1,0,1,356,356,"GasA",3,0,"FuseA",671,378,0,1049,0,0,1,0,2,3,5,10,0,0,"Detchd",1910,1,1,1,0,0,0,0,0,0,0,0,"None","None",0,5,2008,"WD","Normal",80745.2598333333
70,"Commer",60,12912.76928,0,"None",0,"Bnk","I",0,"IDOTRR","Norm","Norm","1Fam","2Story",4,6,1920,"Gable","SS","MetalSd","MetalSd",0,0,3,3,"S",2,2,2,1,0,1,592,592,"GasA",5,1,"SBrkr",432,432,0,864,0,0,1,1,3,2,5,5,0,0,"Detchd",1920,1,1,2,0,0,30,160,0,0,0,0,"None","None",0,6,2008,"WD","Normal",86047.2709666667
120,"RMD",44,5091.030283,1,"None",1,"HLS","I",1,"Crawfor","NoRMD","NoRMD","TwnhsE","1Story",8,5,2007,"Hip","SS","CemntBd","CmentBd",2,186,5,3,"PC",5,3,4,6,1476,1,120,1596,"GasA",5,1,"SBrkr",1648,0,0,1648,1,1,2,0,2,5,5,10,1,4,"Attchd",2007,3,2,3,2,162,53,0,153,0,0,0,"None","None",0,8,2008,"New","Partial",271331.360533333
120,"RMD",44,10360.66315,1,"None",1,"HLS","I",1,"Crawfor","NoRMD","NoRMD","TwnhsE","1Story",7,5,2004,"Hip","SS","CemntBd","CmentBd",2,174,4,3,"PC",5,3,4,6,1474,1,120,1594,"GasA",5,1,"SBrkr",1646,0,0,1646,1,1,2,0,2,5,5,10,1,4,"Attchd",2004,3,2,3,2,128,53,0,0,155,0,0,"None","None",0,7,2008,"WD","NoRMDal",255883.665566667
20,"RLD",74,3761.888516,1,"None",2,"Lvl","I",0,"Mitchel","Norm","Norm","1Fam","1Story",7,5,1996,"Gable","SS","MetalSd","MetalSd",1,668,4,3,"PC",5,3,2,6,700,1,1140,1840,"GasA",5,1,"SBrkr",2032,0,0,2032,1,0,3,0,3,4,7,10,0,0,"Attchd",1996,3,3,3,2,0,46,192,0,0,0,0,"None","None",0,9,2008,"WD","Normal",226560.336466667
60,"RLD",74,12352.5746,1,"None",0,"Lvl","I",0,"Mitchel","Norm","Norm","1Fam","2Story",7,5,1996,"Gable","SS","VinylSd","VinylSd",0,0,3,3,"PC",4,3,2,1,0,1,910,910,"GasA",5,1,"SBrkr",910,910,0,1820,0,0,2,1,3,4,8,10,1,3,"Attchd",1996,1,3,3,2,318,32,0,0,0,0,0,"None","None",0,9,2008,"WD","Normal",199145.0382
90,"RLD",76,630.3137868,1,"None",0,"Lvl","I",0,"Mitchel","Norm","Norm","Duplex","2Story",5,4,1976,"Gable","SS","Plywood","Plywood",0,0,3,3,"CB",0,0,0,0,0,0,0,0,"GasA",3,1,"SBrkr",936,936,0,1872,0,0,2,2,4,3,8,10,0,0,"Attchd",1976,1,2,3,2,0,0,0,0,0,0,0,"None","None",0,11,2008,"WD","Abnorml",139396.078433333
20,"RLD",74,20983.97618,1,"None",0,"Lvl","I",0,"Mitchel","Norm","Norm","1Fam","1Story",4,5,1991,"Gable","SS","HdBoard","HdBoard",0,0,3,3,"PC",4,3,1,5,1383,1,297,1680,"GasA",4,1,"SBrkr",1689,0,0,1689,1,0,2,0,3,3,6,10,1,3,"Attchd",1991,1,2,3,2,428,120,0,0,0,0,0,"None","None",0,7,2008,"WD","Normal",175942.5803
120,"RLD",42,7795.732248,1,"None",1,"Lvl","I",0,"Timber","Norm","Norm","TwnhsE","1Story",7,6,1986,"Gable","SS","VinylSd","VinylSd",1,340,4,3,"CB",4,3,3,6,893,1,384,1277,"GasA",4,1,"SBrkr",1501,0,0,1501,1,0,2,0,2,4,6,10,1,3,"Attchd",1986,3,2,3,2,240,0,0,0,0,0,0,"None","None",0,7,2008,"WD","Normal",209194.140166667
20,"RLD",74,15890.98035,1,"None",1,"HLS","I",0,"Timber","Norm","Norm","1Fam","1Story",8,5,2006,"Hip","SS","VinylSd","VinylSd",2,258,4,3,"PC",5,3,4,6,1036,1,482,1518,"GasA",5,1,"SBrkr",1537,0,0,1537,1,0,2,0,3,4,8,10,0,0,"Attchd",2007,3,3,3,2,0,26,0,0,0,0,0,"None","None",0,4,2008,"WD","Normal",267265.015633333
60,"RLD",107,-1521.517804,1,"None",1,"HLS","C",0,"Timber","Norm","Norm","1Fam","2Story",8,5,2007,"Gable","SS","VinylSd","VinylSd",0,0,4,3,"PC",4,3,3,6,770,1,150,920,"GasA",5,1,"SBrkr",920,860,0,1780,1,0,2,1,3,4,6,10,1,4,"Attchd",2007,3,2,3,2,0,192,0,0,0,0,0,"None","None",0,1,2008,"New","Partial",224063.2945
80,"RLD",73,3031.110879,1,"None",0,"Lvl","I",0,"Timber","Norm","Norm","1Fam","SLvl",5,5,2006,"Gable","SS","VinylSd","VinylSd",0,0,3,3,"PC",4,3,1,1,0,1,352,352,"GasA",4,1,"SBrkr",712,730,0,1442,0,0,2,1,3,3,6,10,0,0,"BuiltIn",2007,3,2,3,2,100,0,0,0,0,0,0,"None","None",0,4,2008,"WD","Normal",166831.8739
60,"RLD",81,-1535.843058,1,"None",1,"HLS","C",0,"Timber","Norm","Norm","1Fam","2Story",7,5,2008,"Gable","SS","VinylSd","VinylSd",2,60,4,3,"PC",4,3,3,1,0,1,796,796,"GasA",5,1,"SBrkr",796,816,0,1612,0,0,2,1,3,4,6,10,0,0,"Attchd",2008,3,3,3,2,0,64,0,0,0,0,0,"None","None",0,10,2008,"New","Partial",199395.821466667
20,"RLD",75,13313.04183,1,"None",1,"Lvl","I",0,"Timber","Norm","Norm","1Fam","1Story",6,5,1989,"Gable","SS","Wd Sdng","Wd Sdng",1,128,3,3,"CB",4,3,1,1,0,1,1495,1495,"GasA",5,1,"SBrkr",1495,0,0,1495,0,0,2,0,3,3,8,10,1,3,"Attchd",1989,1,2,3,2,252,0,192,0,0,0,0,"None","None",0,7,2008,"WD","Normal",185718.854133333
20,"RLD",93,11508.85245,1,"None",0,"Lvl","C",0,"Timber","Norm","Norm","1Fam","1Story",6,5,1986,"Gable","SS","Plywood","HdBoard",1,228,4,4,"CB",4,4,3,6,920,3,276,1256,"GasA",5,1,"SBrkr",1256,0,0,1256,0,0,2,0,3,4,6,10,1,2,"Attchd",1986,1,2,3,2,282,0,0,0,0,0,0,"None","None",0,3,2008,"WD","Normal",179521.102366667
20,"RLD",82,11984.32724,1,"None",1,"Lvl","I",0,"Timber","Norm","Norm","1Fam","1Story",8,5,2003,"Hip","SS","VinylSd","VinylSd",1,206,4,3,"PC",5,3,3,6,1029,1,403,1432,"GasA",5,1,"SBrkr",1440,0,0,1440,1,0,2,0,3,4,7,10,1,3,"Attchd",2003,3,2,3,2,185,95,0,0,0,0,0,"None","None",0,6,2008,"WD","Normal",232039.161633333
20,"RLD",82,11944.55479,1,"None",1,"Lvl","I",0,"Timber","Norm","Norm","1Fam","1Story",6,5,1999,"Hip","SS","VinylSd","VinylSd",0,0,4,3,"PC",5,3,2,6,1223,1,443,1666,"GasA",5,1,"SBrkr",1675,0,0,1675,1,0,2,0,3,4,6,10,0,0,"Attchd",1999,2,2,3,2,165,52,0,0,0,0,0,"None","None",0,12,2008,"WD","Normal",221319.7867
20,"RLD",79,6255.061343,1,"None",1,"HLS","I",0,"Timber","Norm","Norm","1Fam","1Story",8,5,2007,"Gable","SS","VinylSd","VinylSd",0,0,4,3,"PC",4,3,3,6,1011,1,873,1884,"GasA",5,1,"SBrkr",1728,0,0,1728,1,0,2,0,3,4,7,10,1,4,"Attchd",2007,3,2,3,2,0,276,0,0,0,0,0,"None","None",0,1,2008,"WD","Normal",267906.772733333
20,"RLD",85,7854.685974,1,"None",1,"Lvl","I",0,"Timber","Norm","Norm","1Fam","1Story",8,5,2005,"Gable","SS","VinylSd","VinylSd",1,674,4,3,"PC",5,3,3,6,1571,1,393,1964,"GasA",5,1,"SBrkr",1964,0,0,1964,1,0,2,1,3,4,7,10,1,4,"Attchd",2005,3,3,3,2,0,265,0,0,0,0,0,"None","None",0,6,2008,"WD","Normal",289900.264533333
90,"RMD",97,11374.93188,1,"None",1,"Lvl","C",0,"Mitchel","NoRMD","NoRMD","Duplex","SFoyer",7,5,1997,"Gable","SS","VinylSd","VinylSd",1,200,3,4,"PC",4,4,4,6,1309,1,35,1344,"GasA",5,1,"SBrkr",1344,0,0,1344,2,0,2,0,2,3,8,10,0,0,"Attchd",1997,3,4,3,2,0,0,0,0,0,0,0,"None","None",0,11,2008,"WD","Alloca",195213.363166667
20,"RLD",77,18678.40696,1,"None",0,"Lvl","FR2P",0,"Mitchel","Feedr","Artery","1Fam","1Story",5,5,2007,"Gable","SS","VinylSd","VinylSd",0,0,3,3,"PC",4,3,1,1,0,1,1092,1092,"GasA",5,1,"SBrkr",1092,0,0,1092,0,0,1,0,2,3,5,10,0,0,"No Garage",2007,0,0,0,2,0,52,0,0,0,0,0,"None","None",0,2,2008,"WD","Abnorml",118575.1108
120,"RMD",32,8210.352265,1,"None",0,"Lvl","FR2P",0,"Mitchel","NoRMD","NoRMD","TwnhsE","1Story",6,5,1997,"Hip","SS","VinylSd","VinylSd",1,197,3,3,"PC",5,3,1,6,864,1,325,1189,"GasA",5,1,"SBrkr",1189,0,0,1189,1,0,2,0,2,3,4,10,0,0,"Attchd",1997,2,2,3,2,0,122,0,0,0,0,0,"None","None",0,4,2008,"WD","NoRMDal",161695.7234
85,"RLD",150,5068.915575,1,"None",0,"Lvl","C",0,"Mitchel","Norm","Norm","1Fam","SFoyer",4,5,1964,"Gable","SS","HdBoard","HdBoard",1,98,3,3,"CB",4,3,3,5,865,2,88,1200,"GasA",4,1,"SBrkr",1200,0,0,1200,1,0,1,0,3,3,6,10,0,0,"2TFes",1964,3,3,3,2,0,119,0,0,171,0,0,"None","None",0,11,2008,"ConLD","Normal",151600.767466667
120,"RMD",21,3608.661397,1,"None",0,"Lvl","I",0,"MeadowV","NoRMD","NoRMD","TwnhsE","1Story",5,6,1975,"Gable","SS","CemntBd","CmentBd",0,0,3,3,"PC",4,3,1,6,769,1,271,1040,"GasA",4,1,"SBrkr",1040,0,0,1040,0,0,1,0,3,3,6,10,0,0,"Attchd",1975,1,2,3,2,0,100,0,0,0,0,0,"None","None",0,6,2008,"WD","NoRMDal",132013.8581
160,"RMD",41,10800.76,1,"None",0,"Lvl","I",0,"MeadowV","NoRMD","NoRMD","TwnhsE","2Story",5,7,1976,"Gable","SS","CemntBd","CmentBd",0,0,3,3,"PC",4,3,1,5,318,1,232,550,"GasA",3,1,"SBrkr",925,550,0,1475,0,0,2,0,4,3,6,10,1,3,"Attchd",1976,1,1,3,2,92,26,0,0,0,0,0,"None","None",0,5,2008,"WD","NoRMDal",137425.9907
180,"RMD",21,16122.67487,1,"None",0,"Lvl","I",0,"MeadowV","NoRMD","NoRMD","Twnhs","SFoyer",4,7,1973,"Gable","SS","CemntBd","CmentBd",0,0,3,4,"CB",4,3,3,6,501,1,25,526,"GasA",4,1,"SBrkr",526,462,0,988,1,0,1,0,2,3,5,10,0,0,"BuiltIn",1973,2,1,3,2,120,101,0,0,0,0,0,"None","None",0,6,2008,"WD","NoRMDal",98117.2588666667
180,"RMD",21,-1199.870627,1,"None",0,"Lvl","I",0,"MeadowV","NoRMD","NoRMD","Twnhs","SLvl",4,6,1973,"Gable","SS","CemntBd","CmentBd",0,0,3,3,"CB",4,3,4,6,437,1,25,462,"GasA",3,1,"SBrkr",526,462,0,988,1,0,1,0,1,3,4,10,1,1,"BuiltIn",1973,2,1,3,2,0,101,0,120,0,0,0,"GdWo","None",0,7,2008,"WD","NoRMDal",93942.7621666667
20,"RLD",74,6577.889533,1,"None",1,"Lvl","C",0,"Mitchel","Norm","Norm","1Fam","1Story",5,6,1968,"Gable","SS","Plywood","Plywood",0,0,3,4,"CB",3,3,1,5,785,1,328,1113,"GasA",5,1,"SBrkr",1160,0,0,1160,1,0,1,0,3,4,6,10,0,0,"Attchd",1968,1,1,3,2,81,0,0,0,0,0,0,"GdWo","Shed",500,2,2008,"WD","Normal",147342.0749
160,"RMD",21,12210.48686,1,"None",0,"Lvl","I",0,"MeadowV","NoRMD","NoRMD","Twnhs","2Story",6,9,1970,"Gable","SS","CemntBd","CmentBd",0,0,3,4,"CB",3,3,1,6,358,1,188,546,"GasA",5,1,"SBrkr",546,546,0,1092,0,0,2,1,3,3,6,10,0,0,"No Garage",1970,0,0,0,2,187,0,0,0,0,0,0,"None","None",0,3,2008,"WD","NoRMDal",110359.088166667
20,"RLD",59,6845.477683,1,"None",0,"Lvl","I",0,"Mitchel","Norm","Norm","1Fam","1Story",5,7,1983,"Gable","SS","VinylSd","VinylSd",0,0,3,4,"CB",3,3,1,6,534,1,282,816,"GasA",5,1,"SBrkr",816,0,0,816,0,1,1,0,2,3,4,10,0,0,"Attchd",1983,1,1,3,2,315,0,0,0,0,0,0,"GdWo","None",0,4,2008,"WD","Normal",124994.792733333
20,"RLD",60,6065.661623,1,"None",0,"Lvl","I",0,"Mitchel","Norm","Norm","1Fam","1Story",5,6,1982,"Gable","SS","HdBoard","Plywood",0,0,3,3,"CB",3,3,1,6,638,1,207,845,"GasA",4,1,"SBrkr",845,0,0,845,0,0,1,0,3,4,6,10,0,0,"Attchd",1982,1,1,3,2,0,0,0,0,0,0,0,"None","None",0,7,2008,"WD","Normal",127129.093466667
20,"RLD",74,15331.32899,1,"None",0,"Lvl","C",0,"Mitchel","Norm","Norm","1Fam","1Story",5,6,1984,"Gable","SS","HdBoard","Plywood",0,0,3,3,"CB",3,3,1,5,647,1,217,864,"GasA",3,1,"SBrkr",889,0,0,889,0,0,1,0,3,3,6,10,0,0,"Attchd",1984,1,2,3,2,0,0,0,0,0,0,0,"None","None",0,4,2008,"WD","Normal",132532.7041
70,"RLD",60,11492.55013,1,"None",1,"Low","I",0,"IDOTRR","Norm","Norm","1Fam","2.5Unf",5,1,1900,"Hip","SS","Wd Sdng","Wd Sdng",0,0,3,3,"BT",3,3,1,1,0,1,686,686,"GasA",5,1,"SBrkr",1150,686,0,1836,0,0,2,0,4,3,7,1,0,0,"Detchd",1900,1,1,3,0,0,0,0,0,0,0,0,"None","None",0,1,2008,"WD","Normal",126046.728866667
20,"RLD",85,18300.51745,1,"None",0,"Lvl","I",0,"NAmes","Norm","Norm","1Fam","1Story",6,6,1971,"Gable","SS","MetalSd","MetalSd",1,302,3,3,"CB",3,3,1,4,838,1,749,1587,"GasA",3,1,"SBrkr",1587,0,0,1587,0,0,2,0,3,3,7,10,1,4,"Attchd",1971,1,2,3,2,0,44,0,0,0,0,0,"None","None",0,3,2007,"WD","Normal",174599.6598
80,"RLD",56,8364.894075,1,"None",1,"HLS","I",0,"Gilbert","Norm","Norm","1Fam","SLvl",6,5,1997,"Gable","SS","VinylSd","VinylSd",0,0,3,3,"PC",4,3,1,1,0,1,384,384,"GasA",4,1,"SBrkr",754,630,0,1384,0,0,2,1,3,3,7,10,1,3,"BuiltIn",1997,3,2,3,2,0,0,0,0,0,0,0,"None","None",0,3,2007,"WD","Normal",166374.2088
80,"RLD",64,13155.80673,1,"None",1,"Lvl","CulDSac",0,"Gilbert","Norm","Norm","1Fam","SLvl",6,5,1994,"Gable","SS","HdBoard","HdBoard",1,32,3,3,"PC",4,3,1,2,186,1,206,392,"GasA",4,1,"SBrkr",924,770,0,1694,0,0,2,1,3,3,7,10,1,3,"BuiltIn",1994,3,2,3,2,256,64,0,0,0,0,0,"MnPrv","None",0,3,2007,"WD","Normal",178720.206933333
60,"RLD",64,11765.14621,1,"None",1,"Lvl","I",0,"Gilbert","Norm","Norm","1Fam","2Story",6,5,1999,"Gable","SS","VinylSd","VinylSd",0,0,3,3,"PC",4,3,1,5,871,1,52,923,"GasA",4,1,"SBrkr",947,767,0,1714,1,0,2,1,3,3,7,10,1,3,"Attchd",2000,3,2,3,2,256,48,0,0,0,0,0,"None","None",0,4,2007,"WD","Abnorml",191124.701966667
